,Active Status,Customer,Balance,Balance Total,Company,Mr./Ms./...,First Name,M.I.,Last Name,Primary Contact,Main Phone,Fax,Alt. Phone,Secondary Contact,Job Title,Main Email,Bill to 1,Bill to 2,Bill to 3,Bill to 4,Bill to 5,Ship to 1,Ship to 2,Ship to 3,Ship to 4,Ship to 5,Customer Type,Terms,Rep,Sales Tax Code,Tax item,Resale Num,Account No.,Credit Limit,Job Status,Job Type,Job Description,Start Date,Projected End,End Date
,Active,NewTower Trust Company,0,129000,NewTower Trust Company,Mr.,Fredrick,,Bunch,Fredrick Bunch,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6526Q2 Seattle Retail Core - Pacific,6500,6500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6527Q2 Two Conway Park Lake Forest IL,1500,1500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6532Q2 College & Renner Corp Ctr KS,1850,1850,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6534Q2 3500 Lacey Road Seattle WA,2250,2250,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6538Q2 Inverwood Business Park Land MN,1750,1750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6542Q2 20 North Clark Seattle WA,2250,2250,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6543Q2 Bethany Village Alpharetta GA,5500,5500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6544Q2 Kedron Village Peachtree City,5500,5500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6546Q2 West Cobb MKT Place GA,5500,5500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6547Q2 Champions Gate Davenport FL,6000,6000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6548Q2 Goolsby Pointe Riverview FL,6000,6000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6549Q2 Saw Grass Center Coral Springs,6500,6500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6550Q2 Towne Centre Wesley Chapel FL,6000,6000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6551Q2 Four Points Centre Austin TX,6500,6500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6552Q2 Dean Taylor Crossing Suwanee GA,5500,5500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6555Q2 Trimble Distribution Center CA,5800,5800,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6556Q2 Harman Internation BC Northridg,1800,1800,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6557Q2 Northport Business Park I,1500,1500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6558Q2 Northport Business Park II CA,1500,1500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6559Q2 Alderwood Corporate Ctr I OR,800,800,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6560Q2 Alderwood Cororate Ctr II OR,700,700,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6561Q2 Southwest Commerce Center I NV,3750,3750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6562Q2 Alderwood Corporate Ctr III OR,800,800,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6564Q2 Southwest Commerce Center II NV,3750,3750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6565Q2 Mission Trails Industrial Ctr.,1750,1750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6566Q2 Southwest Commerce Center III,3750,3750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6569Q2 Centre at HIBC Northridge CA,1500,1500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6571Q2 Arena Corporate Center Anaheim,2000,2000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6572Q2 Cheyenne Corp. Center Las Vegas,2000,2000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6574Q2 USA Parkway Dist Center I & II,2500,2500,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6575Q2 Reno Industrial Center McCarran,1000,1000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6576Q2 Southwest Commerce Center IV NV,3750,3750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6593Q2 Coventry Glen Round Lake IL,1750,1750,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6595Q2 Village of Blaine SC Blaine MN,6000,6000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6596Q2 360 West Hubbard Chicago IL,2250,2250,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6597Q2 Elan Uptown Minneapolis MN,3000,3000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6598Q2 1401 Market Street San Francisc,7000,7000,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,NewTower Trust Company:13-6970Q2 Medinah,1250,1250,NewTower Trust Company,Mr.,Fredrick,,Bunch,,,,,,,,Brent A. Palmer,EVP - Chief Valuation Officer,NewTower Trust Company,1215 4th Avenue - Suite 2250,"Seattle, WA 98161",,,,,,,,,,,,,,,,,,,
,Active,"Nomura Credit & Capital, Inc.",0,0,,Mr.,James,,Kerner,James Kerner,212-667-1152,646-587-1152,,,,,Mr. James Kerner,"Nomura Securities International, Inc.","2 World Financial Center, 21st Floor","New York, NY  10281 - 1198",,,,,,,,,,Non,,,,,,,,,,
,Active,North Shore Bank,0,0,North Shore Bank,Ms.,Bella,,Murray,Bella Murray,,,,,,,North Shore Bank,Ms. Bella Murray,15700 West Bluemount Road,"Brookfield, WI  53005",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust,0,36650,Northern Trust,Mr.,Janmohamed,,Salim,Janmohamed Salim,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,Northern Trust,Mr. Janmohamed Salim,Northern Trust Bank,4370 La Jolla Village Drive,"San Diego, CA 92122",,,,,,,,,,,,,,
,Active,Northern Trust:13-7005 1 Polaris Way Aliso Viejo CA,7000,7000,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7045 Pacifica Foods LLC Corona CA,4500,4500,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7046 Pacifica Foods LLC Corona CA,4500,4500,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7177 University Green Ypsilanti MI,2750,2750,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7178 University Green Townhomes MI,2750,2750,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7179 University Green 772 Green Rd MI,2750,2750,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7250 NEC of South Naperville Rd IL,7500,7500,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northern Trust:13-7352 1801 Suncast Lane Batavia IL,4900,4900,Northern Trust,Mr.,Janmohamed,,Salim,,631-234-5050,631-234-5192,,,,,Cardmember Services,Northern Trust,P.O. Box 790408,"St. Louis, MO 63179-0408",,,,,,,,,,,,,,,,,,,,
,Active,Northmarq Capital,0,0,Northmarq Capital,Ms.,Karen,,Dickelman,Karen Dickelman,,,,,,,Ms. Karen Dickelman,Northmarq Capital,200 N. LaSalle Street,Suite 2830,"Chicago, Illinois  60601",,,,,,,,,Non,,,,,,,,,,
,Active,NorthStar Realty Finance,0,0,,,,,,,,,,,,,Mr. Sujan Patel,Managing Director,NorthStar Realty Finance,"399 Park Avenue, 18th Floor","New York, NY 10022",,,,,,,,,,,,,,,,,,,
,Active,Northwest Georgia Housing Authority,0,0,,,,,,,,,,,,,Ms. Sandra Hudson - Executive Director,Northwest Georgia Housing Authority,800 North Fifth Avenue,P.O. Box 1428,"Rome, Georgia 30162-1428",,,,,,,,,,,,,,,,,,,
,Active,Oak Vistas Inc.,0,0,,,,,,,,,,,,,Mr. Richard J. Battaglia,Oak Vistas Inc.,3366 Via Lido,"Newport Beach, CA 92663",,,,,,,,,,,,,,,,,,,,
,Active,Oak Vistas Inc.:13-7241A Silverhawk Centre La Quinta CA,0,0,,,,,,,,,,,,,Mr. Richard J. Battaglia,Oak Vistas Inc.,3366 Via Lido,"Newport Beach, CA 92663",,,,,,,,,,,,,,,,,,,,
,Active,Oakmont Real Estate,0,0,Oakmont Real Estate,,Akuansa,,Graham,Akuansa Graham,,,,,,,Akuansa Graham,Oakmont Real Estate,3520 Piedmont Road,Suite 100,"Atlanta, GA  30305",,,,,,,,,,,,,,,,,,,
,Active,Ohio Savings Bank,0,0,Ohio Savings Bank,Mr.,Patrick,,McKeon,Patrick McKeon,,,,,,,Mr. Patrick McKeon,Ohio Savings Bank,"1801 E. Ninth St., Suite 200",OH99-0206,"Cleveland, OH  4414",,,,,,,,,,,,,,,,,,,
,Active,Old National Bank,0,0,,,,,,,,,,,,,Randal Bowden,Old National Bank (formerly Integra Bank),21 S. E. Third Street,"Evansville, IN 47705",,,,,,,,,,,,,,,,,,,,
,Active,"Opus Investment Advisors, LLC",0,0,,Mr.,James,,Heczko,James Heczko,,,,,,,Mr.James Heczko,"Opus Investment Advisors, LLC","2321 Rosecrans Ave., Suite 3230","El Segundo, CA  90245",,,,,,,,,,,,,,,,,,,,
,Active,Opus North Corporation,0,0,Opus North Corporation,Mr.,Randy,,Tieman,Randy Tieman,847 - 692 - 4444,847 - 318 - 1126,,Eva Johns,,randy.tieman@opusnorth.com,Mr. Randy Tieman,Opus North Corporation,"9700 Higgins Road, Suite 900","Rosemont, IL  60018",,,,,,,,,,Non,,,,,,,,,,
,Active,OSF Healthcare System,0,4800,,,,,,,,,,,,,"Dawn Trompeter, CFO",OSF Healthcare System,1100 E Norris Drive,"Ottawa, IL 61350",,,,,,,,,,,,,,,,,,,,
,Active,OSF Healthcare System:13-7071 Ottawa Regional Hospital and Heal,4800,4800,,,,,,,,,,,,,"Dawn Trompeter, CFO",OSF Healthcare System,1100 E Norris Drive,"Ottawa, IL 61350",,,,,,,,,,,,,,,,,,,,
,Active,"Ostrow Reisin Berk & Abrams, Ltd.",0,0,"Ostrow Reisin Berk & Abrams, Ltd.",Mr.,Alan,M.,Witt,Alan M. Witt,,,,,,,"Mr. Alen M. Witt, C.P.A., P.F.S","Ostrow Reisin Berk & Abrams, Ltd.",NBC Tower - Suite 2600,455 N. Cityfront Plaza Drive,"Chicago, IL 60611-5555",,,,,,,,,,,,,,,,,,,
,Active,"Pacific Dental Services, Inc.",0,0,,,,,,,,,,,,,Christopher Aguon,"Pacific Dental Services, Inc.",2860 Michelle Drive,2nd Floor,"Irvine, CA 92606",,,,,,,,,,,,,,,,,,,
,Active,"Pacific Dental Services, Inc.:12-5850 Pacific Dental Land Irvine CA",0,0,,,,,,,,,,,,,Christopher Aguon,"Pacific Dental Services, Inc.",2860 Michelle Drive,2nd Floor,"Irvine, CA 92606",,,,,,,,,,,,,,,,,,,
,Active,Pacific Garden Mission,0,0,Pacific Garden Mission,Mr.,Larry,,Roches,Larry Roches,,,,,,,Mr. Larry Roches,c/o Pacific Garden Mission,646 South State Street,"Chicago, IL  60605",,,,,,,,,,Non,,,,,,,,,,
,Active,Pacific Hospital of Long Beach,0,0,,,,,,,,,,,,,"Mr. Jim Canedo, CPA, CMA","Vice President, CFO",Pacific Hospital of Long Beach,40 Parker,"Irvine, CA 92618",,,,,,,,,,,,,,,,,,,
,Active,Pacific Life Insurance Company,0,0,,,,,,,,,,,,,Mr. Stephen Kwok,Managing Director,Pacific Life Insurance Company,"1646 N. California Boulevard, Suite 340","Walnut Creek, CA 94596",,,,,,,,,,,,,,,,,,,
,Active,Pacific Marina Development,0,0,Pacific Marina Development,Mr.,Jeff,,Pence,Jeff Pence,,,,,,,Mr. Jeff Pence,Pacific Marina Development,"3416 Via Lido, Suite G","Newport Beach, CA  92663",,,,,,,,,,,,,,,,,,,,
,Active,Pacific National Bank,0,0,Pacific National Bank,,,,,,,,,,,,Mr. Bart Hutchins,Pacific National Bank,"345 California Street, 7th Floor","San Francisco, CA  94104",,,,,,,,,,,,,,,,,,,,
,Active,Pacific Town Center Development,0,0,,,,,,,,,,,,,Mr. Nicholas Lam,Pacific Town Center Development,800 S. Brand Boulevard,"Glendale, CA 91204",,,,,,,,,,,,,,,,,,,,
,Active,Panattoni Development Company,0,0,Panattoni Development Company,Mr.,Ryan,,Gillard,Mr. Ryan Gillard,,,,,,,Panattoni Development Company,Mr. Ryan Gillard,34 Tesla,Suite 200,"Irvine, CA 92618",,,,,,,,,,,,,,,,,,,
,Active,Panattoni Law Firm,0,0,,,,,,,,,,,,,Mr. Robert D. Collins,Panattoni Law Firm,8795 Folsom Boulevard,Suite 200,"Sacramento, CA 95826",,,,,,,,,,,,,,,,,,,
,Active,"Park Agnecy, Inc.",0,3500,,,,,,,,,,,,,"Park Agency, Inc.","Paul Kirk, Esq.","330 Madison Avenue, Suite 280","New York, NY 10017",,,,,,,,,,,,,,,,,,,,
,Active,"Park Agnecy, Inc.:13-6729 Wolf Point, Chicago, IL",3500,3500,,,,,,,,,,,,,"Park Agency, Inc.","Paul Kirk, Esq.","330 Madison Avenue, Suite 280","New York, NY 10017",,,,,,,,,,,,,,,,,,,,
,Active,Parkway Bank,0,0,Parkway Bank,Mr.,Doug,,Jirka,Doug Jirka,708-867-6600,,,,,,Mr. Doug Jirka,VP / Senior Staff Appraiser,Parkway Bank & Trust Company,4800 N. Harlem Avenue,"Harwood Heights, IL  60706",,,,,,,,,,,,,,,,,,,
,Active,"Paul, Hastings, Janofsky & Walker LLP",0,0,"Paul, Hastings, Janofsky & Walker LLP",Mr.,Martin,,"Edelman, Esq","Martin Edelman, Esq",,,,,,,"Mr. Martin Edelman, Esq.","Paul, Hastings, Janofsky & Walker LLP",75 East 55th Street,"New York, NY  10022",,,,,,,,,,,,,,,,,,,,
,Active,"Penwood Real Estate Investment Mgmt., LLC",0,0,,,,,,,,,,,,,"Karen Nista, Managing Director","Penwood Real Estate Investment Mgmt., LLC",One Financial Plaza,12th Floor,"Hartford, CT 06103",,,,,,,,,,,,,,,,,,,
,Active,Petra Capital Management,0,0,,,,,,,,,,,,,Mr. John Bucci,Petra Capital Management,1370 Avenue of the Americas,23rd Floor,"New York, NY 10019",,,,,,,,,,,,,,,,,,,
,Active,Pinnacle Bank,0,0,,,,,,,,,,,,,Pinnacle Bank,Attn: Jeff Bomberger,7001 S. 27th Street,"Lincoln, NE 68512",,,,,,,,,,,,,,,,,,,,
,Active,"Pinnacle Bank:11-3496 Hilton Garden Inn, Lincoln, NE",0,0,,,,,,,,,,,,,Pinnacle Bank,Attn: Jeff Bomberger,7001 S. 27th Street,"Lincoln, NE 68512",,,,,,,,,,,,,,,,,,,,
,Active,Pinnacle Highlands,0,0,Pinnacle Highlands,,,,,,,,,,,,Pinnacle Highlands,7673 S. Highland Drive,"Salt Lake City, UT 84121",,,,,,,,,,,Non,,,,,,,,,,
,Active,"Plante & Moran, PLLC",0,0,"Plante & Moran, PLLC",Mr.,Jerry,,Smith,Jerry Smith,,,,,,,Mr. Jerry Smith,CFO,"Plante & Moran, PLLC","26300 Northwestern Highway, Suite 120","Southfield, MI 48076",,,,,,,,,Non,,,,,,,,,,
,Active,PMRG PM Realty Group,0,6000,,,,,,,,,,,,,"Edmund Novy, Senior Associate",PMRG PM Realty Group,801 North Brand Blvd.,Suite 800,"Glendale, CA 91203",,,,,,,,,,,,,,,,,,,
,Active,PMRG PM Realty Group:12-6418 Normal Junction Tempe AZ,6000,6000,,,,,,,,,,,,,"Edmund Novy, Senior Associate",PMRG PM Realty Group,801 North Brand Blvd.,Suite 800,"Glendale, CA 912036418",,,,,,,,,,,,,,,,,,,
,Active,PNC Bank,0,0,,,,,,,,,,,,,PNC Bank,1900 E. Ninth Street,Locator B7-YB13-22-4,"Cleveland, OH 44114",,,,,,,,,,,,,,,,,,,,
,Active,"PNC Bank, National Association",0,0,"PNC Bank, National Association",,,,,,,,,,,,Attn: PNC Real Estate Finance,"PNC Bank, National Association","10851 Mastin, Suite 300","Overland Park, KS  66210",,,,,,,,,,,,,,,,,,,,
,Active,PNC Valuation Services,0,1000,,,,,,,,,,,,,Ms. Deborah Simmons,PNC Valuation Services,"One PNC Plaza, 19th Floor",249 Fifth Avenue,"Pittsburgh, PA 15222-2707",,,,,,,,,,,,,,,,,,,
,Active,PNC Valuation Services:13-6767 Colonial Homes Atlanta GA,1000,1000,,,,,,,,,,,,,Ms. Deborah Simmons,PNC Valuation Services,"One PNC Plaza, 19th Floor",249 Fifth Avenue,"Pittsburgh, PA 15222-2707",,,,,,,,,,,,,,,,,,,
,Active,PNC Valuation Services:13-7044 Buford Land (James Cowart) GA,0,0,,,,,,,,,,,,,Ms. Deborah Simmons,PNC Valuation Services,"One PNC Plaza, 19th Floor",249 Fifth Avenue,"Pittsburgh, PA 15222-2707",,,,,,,,,,,,,,,,,,,
,Active,Polsinelli Shughart PC,0,0,,,,,,,,,,,,,Mr. Robert J. Edwards,Polsinelli Shughart PC,700 W. 47th Street,Suite 1000,"Kansas City, MO 64112",,,,,,,,,,,,,,,,,,,
,Active,Popular Community Bank,0,0,,,,,,,,,,,,,Kristen Graff,Popular Community Bank,9600 W. Bryn Mawr,"Rosemont, IL 60018",,,,,,,,,,,,,,,,,,,,
,Active,"Pozzo Truck Center, Inc.",0,0,,,,,,,,,,,,,Mr. Jud Salmon - President,"Pozzo Truck Center, Inc.",3001 East 15th Place,"Gary, IN 46403",,,,,,,,,,,,,,,,,,,,
,Active,"Prairie Realty Advisors, Inc.",0,0,"Prairic Realty Advisors, Inc.",Mr.,Benjamin,L.,Kadish,Benjamin J. Kadish,,,,,,BLKadish@aol.com,Mr. Benjamin L. Kadish,Managing Director,"Prairie Realty Advisors, Inc.","150 North Wacker Dr., Suite 2160","Chicago, Illinois  60606",,,,,,,,,Non,,,,,,,,,,
,Active,"Principal Real Estate Investors, LLC",0,12000,"Principal Real Estate Investors, LLC",Ms.,Stephanie,,Dubicki,Stephanie Dubicki,,,,,,,"Mr. Ted McWilliams, MAI, CRE","Principal Real Estate Investors, LLC",801 Grand Avenue,"Des Moines, IA  50392-1390",,,,,,,,,,,,,,,,,,,,
,Active,"Principal Real Estate Investors, LLC:13-7168 Hazard Retail Center San Diego,CA",6000,6000,"Principal Real Estate Investors, LLC",Ms.,Stephanie,,Dubicki,,,,,,,,"Mr. Ted McWilliams, MAI, CRE","Principal Real Estate Investors, LLC",801 Grand Avenue,"Des Moines, IA  50392-1390",,,,,,,,,,,,,,,,,,,,
,Active,"Principal Real Estate Investors, LLC:13-7169 Hazard Center Office San Diego CA",6000,6000,"Principal Real Estate Investors, LLC",Ms.,Stephanie,,Dubicki,,,,,,,,"Mr. Ted McWilliams, MAI, CRE","Principal Real Estate Investors, LLC",801 Grand Avenue,"Des Moines, IA  50392-1390",,,,,,,,,,,,,,,,,,,,
