,"Active Status","Customer","Balance","Balance Total","Company","Mr./Ms./...","First Name","M.I.","Last Name","Primary Contact","Main Phone","Fax","Alt. Phone","Secondary Contact","Job Title","Main Email","Bill to 1","Bill to 2","Bill to 3","Bill to 4","Bill to 5","Ship to 1","Ship to 2","Ship to 3","Ship to 4","Ship to 5","Customer Type","Terms","Rep","Sales Tax Code","Tax item","Resale Num","Account No.","Credit Limit","Job Status","Job Type","Job Description","Start Date","Projected End","End Date"
,"Active","Newstar Financial",0.00,0.00,"Newstar Financial","Mr.","James","R.","Korinek","James R. Korinek",,,,,,,"Mr. James R. Korinek","Managing Director - RE Division","Newstar Financial","9 Old Kings Hwy South, 4th Floor","Darien, CT  06820-5900",,,,,,,,,,,,,"",,,,,,
,"Active","NewTower Trust Company",0.00,12500.00,"NewTower Trust Company","Mr.","Fredrick",,"Bunch","Fredrick Bunch",,,,,,,"Brent A. Palmer","EVP - Chief Valuation Officer","NewTower Trust Company","1215 4th Avenue - Suite 2250","Seattle, WA 98161",,,,,,,,,,,,,"",,,,,,
,"Active","NewTower Trust Company:13-6500Q3 Medinah Addison IL",2500.00,2500.00,"NewTower Trust Company","Mr.","Fredrick",,"Bunch",,,,,,,,"Brent A. Palmer","EVP - Chief Valuation Officer","NewTower Trust Company","1215 4th Avenue - Suite 2250","Seattle, WA 98161",,,,,,,,,,,,,"",,,,,,
,"Active","NewTower Trust Company:13-6524Q3 Greenspoint Office Building",1500.00,1500.00,"NewTower Trust Company","Mr.","Fredrick",,"Bunch",,,,,,,,"Brent A. Palmer","EVP - Chief Valuation Officer","NewTower Trust Company","1215 4th Avenue - Suite 2250","Seattle, WA 98161",,,,,,,,,,,,,"",,,,,,
,"Active","NewTower Trust Company:13-7419Q2 Hollywood 959 Hollywood CA",8500.00,8500.00,"NewTower Trust Company","Mr.","Fredrick",,"Bunch",,,,,,,,"Brent A. Palmer","EVP - Chief Valuation Officer","NewTower Trust Company","1215 4th Avenue - Suite 2250","Seattle, WA 98161",,,,,,,,,,,,,"",,,,,,
,"Active","NNC Apartment Ventures, LLC",0.00,4800.00,,,,,,,,,,,,,"Mr. John Nunn, Principal","NNC Apartment Ventures, LLC","4425 Atlantic Avenue","Suite B20","Long Beach, CA 90807",,,,,,,,,,,,,"",,,,,,
,"Active","NNC Apartment Ventures, LLC:13-7282Q3 to 13-7285Q3  Portfolio",4800.00,4800.00,,,,,,,,,,,,,"Mr. John Nunn, Principal","NNC Apartment Ventures, LLC","4425 Atlantic Avenue","Suite B20","Long Beach, CA 90807",,,,,,,,,,,,,"",,,,,,
,"Active","Nomura Credit & Capital, Inc.",0.00,0.00,,"Mr.","James",,"Kerner","James Kerner","212-667-1152","646-587-1152",,,,,"Mr. James Kerner","Nomura Securities International, Inc.","2 World Financial Center, 21st Floor","New York, NY  10281 - 1198",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","North Shore Bank",0.00,0.00,"North Shore Bank","Ms.","Bella",,"Murray","Bella Murray",,,,,,,"North Shore Bank","Ms. Bella Murray","15700 West Bluemount Road","Brookfield, WI  53005",,,,,,,,,,,,,,"",,,,,,
,"Active","Northern Trust",0.00,20300.00,"Northern Trust","Mr.","Janmohamed",,"Salim","Janmohamed Salim","631-234-5050","631-234-5192",,,,,"Cardmember Services","Northern Trust","P.O. Box 790408","St. Louis, MO 63179-0408",,"Northern Trust","Mr. Janmohamed Salim","Northern Trust Bank","4370 La Jolla Village Drive","San Diego, CA 92122",,,,,,,,"",,,,,,
,"Active","Northern Trust:13-7752 204 Avenida Del Mar San Clemente",6000.00,6000.00,"Northern Trust","Mr.","Janmohamed",,"Salim",,"631-234-5050","631-234-5192",,,,,"Cardmember Services","Northern Trust","P.O. Box 790408","St. Louis, MO 63179-0408",,,,,,,,,,,,,,"",,,,,,
,"Active","Northern Trust:13-7859 855 & 859 North Douglas Street CA",3800.00,3800.00,"Northern Trust","Mr.","Janmohamed",,"Salim",,"631-234-5050","631-234-5192",,,,,"Cardmember Services","Northern Trust","P.O. Box 790408","St. Louis, MO 63179-0408",,,,,,,,,,,,,,"",,,,,,
,"Active","Northern Trust:13-7868 2101 W. Belt Line Road, Carrolton",4500.00,4500.00,"Northern Trust","Mr.","Janmohamed",,"Salim",,"631-234-5050","631-234-5192",,,,,"Cardmember Services","Northern Trust","P.O. Box 790408","St. Louis, MO 63179-0408",,,,,,,,,,,,,,"",,,,,,
,"Active","Northern Trust:13-7879 1503 South Coast Drive Costa Mesa",6000.00,6000.00,"Northern Trust","Mr.","Janmohamed",,"Salim",,"631-234-5050","631-234-5192",,,,,"Cardmember Services","Northern Trust","P.O. Box 790408","St. Louis, MO 63179-0408",,,,,,,,,,,,,,"",,,,,,
,"Active","Northmarq Capital",0.00,0.00,"Northmarq Capital","Ms.","Karen",,"Dickelman","Karen Dickelman",,,,,,,"Ms. Karen Dickelman","Northmarq Capital","200 N. LaSalle Street","Suite 2830","Chicago, Illinois  60601",,,,,,,,,"Non",,,,"",,,,,,
,"Active","NorthStar Realty Finance",0.00,0.00,,,,,,,,,,,,,"Mr. Sujan Patel","Managing Director","NorthStar Realty Finance","399 Park Avenue, 18th Floor","New York, NY 10022",,,,,,,,,,,,,"",,,,,,
,"Active","Northwest Georgia Housing Authority",0.00,0.00,,,,,,,,,,,,,"Ms. Sandra Hudson - Executive Director","Northwest Georgia Housing Authority","800 North Fifth Avenue","P.O. Box 1428","Rome, Georgia 30162-1428",,,,,,,,,,,,,"",,,,,,
,"Active","Oak Vistas Inc.",0.00,750.00,,,,,,,,,,,,,"Mr. Richard J. Battaglia","Oak Vistas Inc.","3366 Via Lido","Newport Beach, CA 92663",,,,,,,,,,,,,,"",,,,,,
,"Active","Oak Vistas Inc.:13-7241A Silverhawk Centre La Quinta CA",0.00,0.00,,,,,,,,,,,,,"Mr. Richard J. Battaglia","Oak Vistas Inc.","3366 Via Lido","Newport Beach, CA 92663",,,,,,,,,,,,,,"",,,,,,
,"Active","Oak Vistas Inc.:13-7241B Silverhawk Centre La Quinta CA",750.00,750.00,,,,,,,,,,,,,"Mr. Richard J. Battaglia","Oak Vistas Inc.","3366 Via Lido","Newport Beach, CA 92663",,,,,,,,,,,,,,"",,,,,,
,"Active","Oakmont Real Estate",0.00,0.00,"Oakmont Real Estate",,"Akuansa",,"Graham","Akuansa Graham",,,,,,,"Akuansa Graham","Oakmont Real Estate","3520 Piedmont Road","Suite 100","Atlanta, GA  30305",,,,,,,,,,,,,"",,,,,,
,"Active","Ohio Savings Bank",0.00,0.00,"Ohio Savings Bank","Mr.","Patrick",,"McKeon","Patrick McKeon",,,,,,,"Mr. Patrick McKeon","Ohio Savings Bank","1801 E. Ninth St., Suite 200","OH99-0206","Cleveland, OH  4414",,,,,,,,,,,,,"",,,,,,
,"Active","Old National Bank",0.00,0.00,,,,,,,,,,,,,"Randal Bowden","Old National Bank (formerly Integra Bank)","21 S. E. Third Street","Evansville, IN 47705",,,,,,,,,,,,,,"",,,,,,
,"Active","One Mag Smile, P.C.",0.00,0.00,,,,,,,,,,,,,"One Mag Smile, P.C.",,,,,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Opus Investment Advisors, LLC",0.00,0.00,,"Mr.","James",,"Heczko","James Heczko",,,,,,,"Mr.James Heczko","Opus Investment Advisors, LLC","2321 Rosecrans Ave., Suite 3230","El Segundo, CA  90245",,,,,,,,,,,,,,"",,,,,,
,"Active","Opus North Corporation",0.00,0.00,"Opus North Corporation","Mr.","Randy",,"Tieman","Randy Tieman","847 - 692 - 4444","847 - 318 - 1126",,"Eva Johns",,"randy.tieman@opusnorth.com","Mr. Randy Tieman","Opus North Corporation","9700 Higgins Road, Suite 900","Rosemont, IL  60018",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","OSF Healthcare System",0.00,4800.00,,,,,,,,,,,,,"Dawn Trompeter, CFO","OSF Healthcare System","1100 E Norris Drive","Ottawa, IL 61350",,,,,,,,,,,,,,"",,,,,,
,"Active","OSF Healthcare System:13-7071 Ottawa Regional Hospital and Heal",4800.00,4800.00,,,,,,,,,,,,,"Dawn Trompeter, CFO","OSF Healthcare System","1100 E Norris Drive","Ottawa, IL 61350",,,,,,,,,,,,,,"",,,,,,
,"Active","Ostrow Reisin Berk & Abrams, Ltd.",0.00,0.00,"Ostrow Reisin Berk & Abrams, Ltd.","Mr.","Alan","M.","Witt","Alan M. Witt",,,,,,,"Mr. Alen M. Witt, C.P.A., P.F.S","Ostrow Reisin Berk & Abrams, Ltd.","NBC Tower - Suite 2600","455 N. Cityfront Plaza Drive","Chicago, IL 60611-5555",,,,,,,,,,,,,"",,,,,,
,"Active","Pacific Dental Services, Inc.",0.00,0.00,,,,,,,,,,,,,"Christopher Aguon","Pacific Dental Services, Inc.","2860 Michelle Drive","2nd Floor","Irvine, CA 92606",,,,,,,,,,,,,"",,,,,,
,"Active","Pacific Dental Services, Inc.:12-5850 Pacific Dental Land Irvine CA",0.00,0.00,,,,,,,,,,,,,"Christopher Aguon","Pacific Dental Services, Inc.","2860 Michelle Drive","2nd Floor","Irvine, CA 92606",,,,,,,,,,,,,"",,,,,,
,"Active","Pacific Garden Mission",0.00,0.00,"Pacific Garden Mission","Mr.","Larry",,"Roches","Larry Roches",,,,,,,"Mr. Larry Roches","c/o Pacific Garden Mission","646 South State Street","Chicago, IL  60605",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Pacific Hospital of Long Beach",0.00,0.00,,,,,,,,,,,,,"Mr. Jim Canedo, CPA, CMA","Vice President, CFO","Pacific Hospital of Long Beach","40 Parker","Irvine, CA 92618",,,,,,,,,,,,,"",,,,,,
,"Active","Pacific Life Insurance Company",0.00,0.00,,,,,,,,,,,,,"Mr. Stephen Kwok","Managing Director","Pacific Life Insurance Company","1646 N. California Boulevard, Suite 340","Walnut Creek, CA 94596",,,,,,,,,,,,,"",,,,,,
,"Active","Pacific Marina Development",0.00,0.00,"Pacific Marina Development","Mr.","Jeff",,"Pence","Jeff Pence",,,,,,,"Mr. Jeff Pence","Pacific Marina Development","3416 Via Lido, Suite G","Newport Beach, CA  92663",,,,,,,,,,,,,,"",,,,,,
,"Active","Pacific National Bank",0.00,0.00,"Pacific National Bank",,,,,,,,,,,,"Mr. Bart Hutchins","Pacific National Bank","345 California Street, 7th Floor","San Francisco, CA  94104",,,,,,,,,,,,,,"",,,,,,
,"Active","Pacific Town Center Development",0.00,0.00,,,,,,,,,,,,,"Mr. Nicholas Lam","Pacific Town Center Development","800 S. Brand Boulevard","Glendale, CA 91204",,,,,,,,,,,,,,"",,,,,,
,"Active","Panattoni Development Company",0.00,0.00,"Panattoni Development Company","Mr.","Ryan",,"Gillard","Mr. Ryan Gillard",,,,,,,"Panattoni Development Company","Mr. Ryan Gillard","34 Tesla","Suite 200","Irvine, CA 92618",,,,,,,,,,,,,"",,,,,,
,"Active","Panattoni Law Firm",0.00,0.00,,,,,,,,,,,,,"Mr. Robert D. Collins","Panattoni Law Firm","8795 Folsom Boulevard","Suite 200","Sacramento, CA 95826",,,,,,,,,,,,,"",,,,,,
,"Active","Park Agnecy, Inc.",0.00,0.00,,,,,,,,,,,,,"Park Agency, Inc.","Paul Kirk, Esq.","330 Madison Avenue, Suite 280","New York, NY 10017",,,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Bank",0.00,42000.00,"Parkway Bank","Mr.","Doug",,"Jirka","Doug Jirka","708-867-6600",,,,,,"Mr. Doug Jirka","VP / Senior Staff Appraiser","Parkway Bank & Trust Company","4800 N. Harlem Avenue","Harwood Heights, IL  60706",,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Bank:13-7870 Stonegate Apartments IL",5000.00,5000.00,"Parkway Bank","Mr.","Doug",,"Jirka",,"708-867-6600",,,,,,"Mr. Doug Jirka","VP / Senior Staff Appraiser","Parkway Bank & Trust Company","4800 N. Harlem Avenue","Harwood Heights, IL  60706",,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Bank:13-7880 846-860 E. Algonquin Rd Schaumbur",3750.00,3750.00,"Parkway Bank","Mr.","Doug",,"Jirka",,"708-867-6600",,,,,,"Mr. Doug Jirka","VP / Senior Staff Appraiser","Parkway Bank & Trust Company","4800 N. Harlem Avenue","Harwood Heights, IL  60706",,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Bank:13-7881 3400-3480 W Fountainbleau Ct IL",3750.00,3750.00,"Parkway Bank","Mr.","Doug",,"Jirka",,"708-867-6600",,,,,,"Mr. Doug Jirka","VP / Senior Staff Appraiser","Parkway Bank & Trust Company","4800 N. Harlem Avenue","Harwood Heights, IL  60706",,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Bank:13-7894 12-7 Eleven Inland Portfolio",29500.00,29500.00,"Parkway Bank","Mr.","Doug",,"Jirka",,"708-867-6600",,,,,,"Michael F Cappetta","Vice President","Parkway Bank & Trust","4800 N. Harlem Avenue","Harwood Heights, IL  60706",,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Realty Services",0.00,3900.00,,,,,,,,,,,,,"Roy H. Butts","Parkway Realty Services","5405 Cypress Center Drive","Suite 240","Tampa, FL 33609",,,,,,,,,,,,,"",,,,,,
,"Active","Parkway Realty Services:13-7440 Cypress Land Tampa FL",3900.00,3900.00,,,,,,,,,,,,,"Roy H. Butts","Parkway Realty Services","5405 Cypress Center Drive","Suite 240","Tampa, FL 33609",,,,,,,,,,,,,"",,,,,,
,"Active","Paul, Hastings, Janofsky & Walker LLP",0.00,0.00,"Paul, Hastings, Janofsky & Walker LLP","Mr.","Martin",,"Edelman, Esq","Martin Edelman, Esq",,,,,,,"Mr. Martin Edelman, Esq.","Paul, Hastings, Janofsky & Walker LLP","75 East 55th Street","New York, NY  10022",,,,,,,,,,,,,,"",,,,,,
,"Active","Penwood Real Estate Investment Mgmt., LLC",0.00,0.00,,,,,,,,,,,,,"Karen Nista, Managing Director","Penwood Real Estate Investment Mgmt., LLC","One Financial Plaza","12th Floor","Hartford, CT 06103",,,,,,,,,,,,,"",,,,,,
,"Active","Petra Capital Management",0.00,0.00,,,,,,,,,,,,,"Mr. John Bucci","Petra Capital Management","1370 Avenue of the Americas","23rd Floor","New York, NY 10019",,,,,,,,,,,,,"",,,,,,
,"Active","Pinnacle Bank",0.00,0.00,,,,,,,,,,,,,"Pinnacle Bank","Attn: Jeff Bomberger","7001 S. 27th Street","Lincoln, NE 68512",,,,,,,,,,,,,,"",,,,,,
,"Active","Pinnacle Bank:11-3496 Hilton Garden Inn, Lincoln, NE",0.00,0.00,,,,,,,,,,,,,"Pinnacle Bank","Attn: Jeff Bomberger","7001 S. 27th Street","Lincoln, NE 68512",,,,,,,,,,,,,,"",,,,,,
,"Active","Pinnacle Highlands",0.00,0.00,"Pinnacle Highlands",,,,,,,,,,,,"Pinnacle Highlands","7673 S. Highland Drive","Salt Lake City, UT 84121",,,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Pintar Investment Company",0.00,0.00,,,,,,,,,,,,,"Greg Sellers","Pintar Investment Company","27372 Calle Arroyo","San Juan Capistrano, CA 92675",,,,,,,,,,,,,,"",,,,,,
,"Active","Plante & Moran, PLLC",0.00,0.00,"Plante & Moran, PLLC","Mr.","Jerry",,"Smith","Jerry Smith",,,,,,,"Mr. Jerry Smith","CFO","Plante & Moran, PLLC","26300 Northwestern Highway, Suite 120","Southfield, MI 48076",,,,,,,,,"Non",,,,"",,,,,,
,"Active","PMRG PM Realty Group",0.00,0.00,,,,,,,,,,,,,"Edmund Novy, Senior Associate","PMRG PM Realty Group","801 North Brand Blvd.","Suite 800","Glendale, CA 91203",,,,,,,,,,,,,"",,,,,,
,"Active","PNC Bank",0.00,7500.00,,,,,,,,,,,,,"PNC Bank","One East Pratt Street","5th Floor East","C3-C411-5C","Baltimore, MD 21202",,,,,,,,,,,,,"",,,,,,
,"Active","PNC Bank:13-7574M1 Hacienda Crossings Dublin CA",7500.00,7500.00,,,,,,,,,,,,,"PNC Bank","One East Pratt Street","5th Floor East","C3-C411-5C","Baltimore, MD 21202",,,,,,,,,,,,,"",,,,,,
,"Active","PNC Bank, National Association",0.00,0.00,"PNC Bank, National Association",,,,,,,,,,,,"Attn: PNC Real Estate Finance","PNC Bank, National Association","10851 Mastin, Suite 300","Overland Park, KS  66210",,,,,,,,,,,,,,"",,,,,,
,"Active","PNC Valuation Services",0.00,5500.00,,,,,,,,,,,,,"Ms. Deborah Simmons","PNC Valuation Services","One PNC Plaza, 19th Floor","249 Fifth Avenue","Pittsburgh, PA 15222-2707",,,,,,,,,,,,,"",,,,,,
,"Active","PNC Valuation Services:13-6767 Colonial Homes Atlanta GA",1000.00,1000.00,,,,,,,,,,,,,"Ms. Deborah Simmons","PNC Valuation Services","One PNC Plaza, 19th Floor","249 Fifth Avenue","Pittsburgh, PA 15222-2707",,,,,,,,,,,,,"",,,,,,
,"Active","PNC Valuation Services:13-7871 Victory Garden Theater Inc.",4500.00,4500.00,,,,,,,,,,,,,"Ms. Deborah Simmons","PNC Valuation Services","One PNC Plaza, 19th Floor","249 Fifth Avenue","Pittsburgh, PA 15222-2707",,,,,,,,,,,,,"",,,,,,
,"Active","Polsinelli Shughart PC",0.00,0.00,,,,,,,,,,,,,"Mr. Robert J. Edwards","Polsinelli Shughart PC","700 W. 47th Street","Suite 1000","Kansas City, MO 64112",,,,,,,,,,,,,"",,,,,,
,"Active","Popular Community Bank",0.00,0.00,,,,,,,,,,,,,"Kristen Graff","Popular Community Bank","9600 W. Bryn Mawr","Rosemont, IL 60018",,,,,,,,,,,,,,"",,,,,,
,"Active","Pozzo Truck Center, Inc.",0.00,0.00,,,,,,,,,,,,,"Mr. Jud Salmon - President","Pozzo Truck Center, Inc.","3001 East 15th Place","Gary, IN 46403",,,,,,,,,,,,,,"",,,,,,
,"Active","Prairie Realty Advisors, Inc.",0.00,0.00,"Prairic Realty Advisors, Inc.","Mr.","Benjamin","L.","Kadish","Benjamin J. Kadish",,,,,,"BLKadish@aol.com","Mr. Benjamin L. Kadish","Managing Director","Prairie Realty Advisors, Inc.","150 North Wacker Dr., Suite 2160","Chicago, Illinois  60606",,,,,,,,,"Non",,,,"",,,,,,
,"Active","Principal Real Estate Investors, LLC",0.00,0.00,"Principal Real Estate Investors, LLC","Ms.","Stephanie",,"Dubicki","Stephanie Dubicki",,,,,,,"Mr. Ted McWilliams, MAI, CRE","Principal Real Estate Investors, LLC","801 Grand Avenue","Des Moines, IA  50392-1390",,,,,,,,,,,,,,"",,,,,,
,"Active","Prudential Financial",0.00,134600.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan","Alan Kaplan","609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-2310Q3 City Apartments at Loring Park",2000.00,2000.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-3354Q3 Coco Palms Kauai HI",1500.00,1500.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-3440Q3 Southern Oaks Apt",1500.00,1500.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-3639Q3 Lanihau Land Kona HI",1200.00,1200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-3894Q3 Tupelo Kings Crossing",2000.00,2000.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4501Q3 Gateway Daytona (Retail)",1500.00,1500.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4502Q3 Ecusta Paper Mill",2000.00,2000.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4504Q3 Belle Marais",1800.00,1800.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4505Q3 Bayou Bridges (Retail)",1800.00,1800.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4507Q3 Douglas Place (Retail)",1800.00,1800.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4690Q3 Kaiser Hospital Santa Clara CA",1500.00,1500.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,,,,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4824Q3 Alexan Craig North Las Vegas NV",1300.00,1300.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4825Q3 Alexan Cheyenne North Las Vegas",1300.00,1300.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4827Q3 Perris Harvill/215 Rali (ND) CA",750.00,750.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,,,,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4828Q3 Ramona Expressway Perris CA",750.00,750.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,,,,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4829Q3 Rialto El Rivino CA",750.00,750.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,,,,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4830Q3 Rialto Olive Grove CA",750.00,750.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,,,,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4835Q3 125 Southside Court",1500.00,1500.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-4838Q3 Village @ Lake Lily I and II",3000.00,3000.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5005Q3 Village at Riverwatch (Retail)",1800.00,1800.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5014Q3 Oberlin Court",1800.00,1800.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5265Q3 High Bluff Ridge Del Mar CA",1200.00,1200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5266Q3 Executive Center Del Mark CA",1200.00,1200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5267Q3 Del Mar Gateway Del Mar CA",1200.00,1200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5268Q3 Carlsbad I-III Carlsbad CA",1200.00,1200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5269Q3 Plaza I-III Carlsbad CA",1200.00,1200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5733Q3 Emery Station Triangle CA",3200.00,3200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
,"Active","Prudential Financial:13-5734Q3 Emery Station I Emeryville CA",3200.00,3200.00,"American Appraisal Associates","Mr.","Alan",,"Kaplan",,"609-452-2330 ext. 226","609-452-0734",,,,,"Alyce DeJong","Prudential Investment Management","7 Giralda Farms","Madison, NJ 07940",,,,,,,,,,"Non",,,,"",,,,,,
